producto_id,nombre_producto,descripcion,categoria_id,marca_id,precio,costo,stock_actual,fecha_lanzamiento,url_imagen
141,Chaqueta_Salvatore Ferragamo_141,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,54,357426,32911,55,2022-09-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
142,Gabardina_Levi's_142,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,27,464043,237113,88,2022-04-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
143,Gorra_Diesel_143,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,62,469325,46919,83,2022-04-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
144,Gorra_Aldo_144,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,80,102529,26545,97,2022-12-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
145,Paraguas_Breguet_145,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",7,93,411421,220899,25,2022-04-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
146,Gabardina_Macy's_146,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,43,423897,212443,16,2022-11-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
147,Paraguas_Adidas_147,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",7,7,273978,140960,9,2022-06-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
148,Pantalones_GAP_148,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,66,277169,88942,27,2022-02-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
149,Botas_Forever 21_149,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,68,339029,191122,49,2022-07-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
150,Calcetines_C&A_150,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,36,110927,58388,49,2022-01-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
151,Bolsa_The North Face_151,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,26,289544,253823,23,2022-06-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
152,Polainas_Vacheron Constantin_152,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,88,321173,207526,43,2022-01-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
153,Calcetines_Cavalli_153,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,99,434480,259595,2,2022-02-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
154,Poncho_Jaeger-Le Coultre_154,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,86,72408,33970,3,2022-02-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
155,Gabardina_Victoria's Secret_155,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",10,28,406792,248382,54,2022-06-16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
156,Calcetines_Forever 21_156,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,68,123009,40349,38,2022-02-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
157,Poncho_Michael Kors_157,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,31,246459,210371,43,2022-02-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
158,Guantes_Nordstrom_158,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",5,35,296156,50247,12,2022-07-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
159,Gorra_Under Armour_159,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,34,212806,50723,81,2022-08-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
160,Pantalones_Tiffany & Co._160,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,15,51340,40741,48,2022-10-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
161,Chubasquero_Chow Tai Fook_161,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,22,218710,151968,43,2022-02-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
162,Bolsa_GAP_162,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",13,66,308963,233538,61,2022-11-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
163,Poncho_Urban Outfitters_163,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,53,287431,140630,75,2022-06-05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
164,Pantalones_Tommy Hilfiger_164,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",2,75,264233,217837,39,2022-02-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
165,Polainas_Coach_165,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",11,14,358876,21431,15,2022-05-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
166,Gorra_Fossil_166,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",4,87,331548,262367,63,2022-10-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
167,Chubasquero_ESCADA_167,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,94,134958,89965,8,2022-06-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
168,Chubasquero_Brunello Cucinelli_168,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,48,76609,27156,97,2022-04-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
169,Paraguas_Patek Philippe_169,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",7,20,252500,225205,2,2022-09-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
170,Poncho_Salvatore Ferragamo_170,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",8,54,362012,168026,60,2022-03-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
171,Calcetines_Primark_171,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",6,58,232150,88577,35,2022-12-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
172,Mochila_Swarovski_172,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,23,94043,31139,13,2022-05-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
173,Mochila_Old Navy_173,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",12,56,307499,225041,96,2022-08-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
174,Botas_Ray Ban_174,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,42,256369,227624,86,2022-01-01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
175,Chaqueta_Elie Saab_175,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,89,414612,40774,67,2022-06-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
176,Chaqueta_Bogner_176,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",1,91,87004,45749,36,2022-10-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
177,Chubasquero_Vera Wang_177,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",9,45,167620,124840,87,2022-09-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
178,Botas_Patek Philippe_178,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fusce vitae sem ut dolor congue fringilla at vitae elit. In tempus mollis dui, sit amet malesuada augue ultrices nec. Sed augue justo, dapibus laoreet dui non, tincidunt lobortis tellus. Integer molestie gravida nibh vitae ultricies. Curabitur eleifend nulla neque, sit amet molestie diam blandit sit amet. Vestibulum bibendum erat vitae lacinia commodo. Maecenas augue ex, ornare vitae libero feugiat, vehicula tempus erat. Ut congue consequat orci, ut vestibulum arcu maximus quis.",3,20,382144,249732,19,2022-06-25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam rutrum mauris a ipsum posuere condimentum. Duis at lobortis leo. Ut et"
